City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
London,,,,,1,1,,,,1,,,3
Lorain,,,,,,,1,1,,,,,2
Lordstown,,,,,,,,,1,,,,1
Lore City,,,,,1,1,,,,,,,2
Loudonville,,,,1,,1,,,,1,,,3
Louisville,,,1,,,1,,1,,,,,3
Loveland,,,,2,,,1,,2,4,,,9
Lucas,,,,1,,,,,,1,,,2
Lynchburg,,,,,,,,,,1,,,1
Lyndhurst,,,,1,1,1,,2,,,,,5
Macedonia,,,,1,,1,,,,,,,2
Madison,,,,,1,,,1,1,1,,,4
Maineville,,,1,,,,,,,1,,,2
Mansfield,,1,1,1,,3,3,2,3,2,1,1,18
Mantua,,,,,,,2,,,,,1,3
Maple Heights,,,,,,,,1,,,,,1
Maplewood,,,,,,,,1,,,,,1
Marblehead,,,,,1,1,,,,,,,2
Marengo,,,,1,,,,,,,,,1
Maria Stein,,,,,,1,,,,,,,1
Mariemont,,,,,,,,,,1,,,1
Marietta,,,,,1,,,,,2,1,,4
Marion,,,,1,3,2,1,1,1,1,,,10
Marysville,,,1,2,,1,1,1,1,,1,,8
Mason,,1,,1,3,1,3,2,1,6,2,,20
Massillon,,,1,1,2,,,,,1,1,,6
Maumee,,,,,3,1,1,2,,2,4,1,14
Mayfield,,,,1,1,,,,,,,,2
Mayfield Heights,,,,,,1,1,,,,,,2
Mayfield Village,,,,,,,,,,,1,,1
McArthur,,,,1,,,,,,1,,,2
McComb,,,,,1,,,,,,,,1
Mecca,,,,,1,,,,,,,,1
Mechanicsburg,,,,,,,,1,,,,,1
Medina,,,,,3,1,1,,2,3,,,10
Mentor,,,1,1,2,1,1,2,,2,,1,11
Metamora,,,,,,,,1,1,,,,2
Miamisburg,1,,,2,1,,3,,1,2,1,,11
Middle Bass Island,,,,,,,,1,,,,,1
Middle Point,,,,,1,,,,,,,,1
Middleburg Heights,,,,2,1,,,1,,,,,4
Middletown,1,,1,,1,1,1,,,1,,,6
Milan,,,,,,,,,1,,,,1
Milford,,,,1,,1,1,,,,1,,4
Millersburg,,,,,1,2,,,2,1,,1,7
Millersport,,,,,,,,,1,,,,1
Minerva,,,1,,1,,,,,,,,2
Minford,,,,,,,,1,,,,,1
Minster,,,,,,1,,,,1,1,,3
Mogadore,,,,,1,,,,,,,,1
Monclova,,,,2,,,,,1,1,,,4
Monroeville,,,,,1,,,,,,,,1
Montezuma,,,,,,1,,,,,,,1
Montgomery,,,,,,,,,,,1,,1
Montpelier,,,,,,,1,,,,,,1
Moraine,,,,1,2,,1,,,1,,,5
Moreland Hills,,,,,,,1,,,,,,1
Morrow,,,,,1,,,1,1,,,,3
Mount Blanchard,,,,,,1,,,,,,,1
Mount Gilead,,,,1,,,,1,1,,1,,4
Mount Sterling,,,,1,,,,,,,,,1
Mount Vernon,,,,,2,,,,,,1,,3
Mount Victory,,,,,,,1,,,,,,1
Mount Washington,,,1,,,,,,,,,,1
Mt. Adams,,,,,,,,,,,,1,1
Mt. Sterling,,,,,,2,,,1,,,,3
Munroe Falls,,1,,,1,1,,1,,2,1,1,8
Napoleon,,,,,1,1,,2,1,1,1,,7
Navarre,,,,,,,,,,1,,,1
Negley,,,,,,1,,,,1,,,2
Nelsonville,,,,,,,,1,,,,,1
New Albany,,,,1,,1,1,,1,1,,,5
New Bavaria,,,,,,,,,,1,,,1
New Bremen,,,,,,,,1,,,,,1
New Carlisle,,,,,,,,,,1,,,1
New Franklin,,,,,,,,,2,,,,2
New Knoxville,,,,,,,1,,,,,,1
New Lebanon,,,,,,,1,,,,,,1
New London,,,,,1,,,,,,,,1
New Philadelphia,,,,2,,,,1,,2,,,5
New Richmond,,,,,,,,1,,,,,1
New Washington,,,,,,1,,,,,1,,2
New Waterford,,,,,,,,,1,,,,1
Newark,,1,,1,1,,,2,1,,1,,7
Newtown,,,,,,,,1,,,,,1
Niles,,,,,1,,,,,,,1,2
North Bloomfield,,,,,,1,,,,1,,,2
