City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Edna,,,1,,,,,,,,,,1
Edom,,,,1,,,,,,,,,1
El Campo,,,,,1,,,,,,1,,2
El Paso,3,4,5,8,4,6,4,4,10,3,3,1,55
Ennis,,,,,1,,,,,1,,,2
Euless,,,2,,,,,,2,1,,,5
Evant,,,,,,,,,,1,,,1
Fairfield,,,,1,,,,,,,,,1
Fairview,,,,1,,,,,,1,,,2
Farmers Branch,,1,,,,,,,,,,,1
Farmersville,,,,,,1,,,,1,,1,3
Fayetteville,,,,,,,,,,1,,,1
Fentress,,,,,,,,,,1,,,1
Florence,,,,,,,,,,1,,,1
Floresville,,,,,1,,,,,1,,,2
Flower Mound,1,,,1,1,,,,2,2,1,,8
Floydada,,,,,,,,,,1,,,1
Forney,,,,,1,,,,2,,2,,5
Fort Bliss,1,,2,1,1,,,1,1,,1,1,9
Fort Davis,,,,,,,1,,,,,,1
Fort Hood,,,,,,,,1,,,,,1
Fort Sam Houston,,,,2,,,,,,,1,,3
Fort Stockton,,,,,,1,,,,,,,1
Fort Worth,3,5,6,14,19,12,11,8,12,16,16,7,129
Franklin,,,,1,,,,,1,1,,,3
Fredericksburg,,,1,2,1,,,1,1,2,1,,9
Freeport,,,1,,,,1,1,,,,,3
Friendswood,,,,,,,,,,1,,1,2
Frisco,,,3,1,1,,1,,3,2,1,1,13
Fulshear,,,1,1,1,,,1,,1,,,5
Gainesville,,,,,1,,,,,2,,,3
Galveston,3,2,2,7,1,,,1,5,3,,1,25
Garden Ridge,,,,,1,,,,,,,,1
Garland,1,,,1,1,,,,1,,,1,5
Gatesville,,,,,1,,,,1,,,1,3
Gavleston Island,,,,,,,,,,,1,,1
George West,,,,,,,,,,,1,,1
Georgetown,2,3,3,4,2,1,2,1,3,4,2,1,28
Giddings,,,1,,1,,,,1,,1,,4
Gilmer,,,1,,,,,,,,,1,2
Gladewater,,,,1,,,,,,,,,1
Glen Rose,,1,,,,,,,1,1,1,,4
Goldthwaite,,,,1,,,,,,,,,1
Gonzales,,,,2,1,1,,,2,2,,,8
Goodfellow Air Force Base,,,,,,,1,,,,,,1
Gordon,,,1,,,,,,,,,,1
Gordonville,,1,,,,,,,,,,,1
Gorman,,,,,,,,,,,1,,1
Graford,,,,,,,,,2,,,,2
Graham,,,1,,1,,,,,2,,,4
Granbury,,,,3,2,,2,1,,,2,,10
Grand Prairie,1,2,3,4,3,1,1,1,2,3,3,2,26
Grand Saline,,,,,2,,,,,,,,2
Grandview,,,,1,,,,,1,,,,2
Granger Lake,,,,,,,,1,,,,,1
Grapevine,2,,,7,5,3,2,2,2,2,4,,29
Greenville,1,,1,1,,,,,,,,1,4
Groveton,,,,1,,,,,,,,,1
Gruene,,,,,1,,,,,,,,1
Hallettsville,,,,,1,,,,1,,,,2
Haltom City,,1,1,,,,,,,,,,2
Hamilton,,,,1,,1,,,1,1,,,4
Harker Heights,,,,,,,,,1,,1,,2
Harlingen,1,,1,,,1,1,1,2,,1,,8
Harper,,1,,,,,,,,,,,1
Haslet,,,,,,,,,,1,,,1
Heath,,,1,,,,,,,,,,1
Hebbronville,,,1,1,,1,,,,,,,3
Helotes,,,1,,,2,,,,1,1,1,6
Hempstead,,,,,,,,1,,,,,1
Henderson,,,,1,,,,,,1,,,2
Henrietta,,,,,1,,,,,,,,1
Hewitt,,,,1,,,,,,,,1,2
Hickory Creek,,,,,,,,,,2,,,2
Hico,,,,,,,1,,,,,,1
Hidalgo,,,,,,,,,,,,1,1
Highland Village,1,,,1,,2,,1,,2,3,,10
Hitchcock,1,1,,,,,,,,2,,,4
Holland,,,,,,1,,,,,,,1
Hondo,,,,,,,,,,1,,,1
Horseshoe Bay,,,,,,,,,,,1,,1
Houston,5,12,17,18,21,6,5,8,10,19,22,10,153
Howe,,,,1,1,,,,,,,,2
Hubbard,,,,,1,,,,,,,,1
Hughes Springs,,,,1,,,,,,,,,1
Humble,1,,1,1,,,,,,1,,1,5
Huntsville,2,3,1,2,3,3,1,1,2,3,3,1,25
