City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Manitowish Waters,,,,,,,1,,1,,,,2
Manitowoc,,,,,1,1,1,4,,4,2,,13
Marathon,,,,,,1,,,1,1,,,3
Maribel,,,,,,,,,1,,,,1
Marinette,,1,1,,,,1,1,1,,,,5
Markesan,,,,,,1,,,,,,1,2
Marshfield,,,,2,2,1,2,2,2,1,2,1,15
Mayville,,,,,,,,,,2,,,2
Mazomanie,,,,,2,,,,,,,,2
McFarland,,,,,1,1,,,,,,,2
Medford,1,,,1,,,2,2,,,,,6
Melrose,,,,,,,1,,,,,,1
Menasha,,,,,,,,2,,1,1,,4
Menomonee Falls,,,,,2,2,3,2,1,2,1,,13
Menomonie,,,,,3,,3,1,,1,,,8
Mequon,2,,1,,1,1,1,2,,1,1,,10
Mercer,,,,,,,1,,,,,,1
Merrill,,,,,1,,,1,,,,,2
Merrillan,,,,,,,,1,,,,,1
Middleton,1,,1,,2,1,1,3,1,3,,,13
Mikana,,,,,,,1,,,,,,1
Milltown,,,,,1,,,1,,,,,2
Milton,,,,,,,1,,1,,,,2
Milwaukee,5,2,2,2,8,15,10,8,13,14,9,2,90
Minocqua,,,,2,1,,3,1,3,,1,,11
Mishicot,,,,,,,,,,1,,,1
Monona,,,,,2,,1,,,1,,,4
Monroe,,,1,,,1,,1,1,,,,4
Montello,,,,,,,,1,,,,,1
Mosinee,,,,,,,1,1,2,,,,4
Mount Horeb,2,2,,1,1,1,,,,,1,,8
Mount Pleasant,,1,2,1,,1,,,,1,,1,7
Mt. Morris,,,,,,,,,,1,,,1
Mukwonago,,,,,,,1,,1,,,,2
Muskego,,,,,1,,,1,,,1,,3
Nashotah,,2,,,2,,,,1,,,,5
Necedah,,,,,,,,1,1,,,,2
Neenah,,,1,1,1,1,2,1,2,,1,,10
Neillsville,,,1,,,,,,,1,,,2
Nekoosa,,,,,1,,,,,1,,,2
Neshkoro,,,,1,,,,,,,,,1
New Auburn,,,,1,,,,,1,,,,2
New Berlin,1,,,,2,,1,,,1,1,,6
New Glarus,,,,,1,,,1,1,,,,3
New Holstein,,,,,,,,,,1,,,1
New Lisbon,,,,,,,1,,,,,,1
New London,1,,,1,,,,,1,,,,3
New Richmond,1,1,1,1,2,,1,1,2,2,1,1,14
North Fond du Lac,,,,,,1,,1,,,,,2
North Hudson,,,,,,,,1,,,,,1
North Prairie,,,,,,,,,1,,,,1
Norwalk,,,,,,,,,,,1,,1
Oak Creek,,,,,,,1,1,,,,,2
Oakdale,,,,,,,1,,,,,,1
Oconomowoc,,,,,3,,1,1,1,3,,,9
Oconto,,,,,1,,,2,,,,,3
Okauchee,,,,,,,,,1,,,,1
Omro,,,,,,,,,,1,,,1
Onalaska,1,1,2,2,,1,,,1,2,,1,11
Oostburg,,,,,1,1,,,,,,,2
Oregon,,,,,,1,1,2,,,,,4
Osceola,,,,1,,,,1,2,,,,4
Oshkosh,1,1,1,3,,1,2,1,2,3,1,1,17
Osseo,,,,,,1,,,,,,,1
Oxford,,,,,,1,,,,,,,1
Paoli,,,1,,,,,,,,,,1
Pardeeville,,,,,1,,1,,,,,,2
Park Falls,1,,,,,,,1,,,1,,3
Pembine,,,,,,,,1,,,,,1
Pepin,,,,,,,,,1,,,,1
Peshtigo,,,,,,,,,1,,,,1
Pewaukee,,,,,1,1,4,,,,1,,7
Phillips,1,,,,,,2,,1,,,,4
Pittsville,,,,,,,1,,,,1,,2
Plainfield,,,,,,,,,,1,,,1
Platteville,,,,,1,,,,,1,,1,3
Pleasant Prairie,1,1,1,1,2,2,1,2,1,1,2,,15
Plover,,,,,,,,,,1,,,1
Plymouth,,,,,1,,1,,3,1,,,6
Port Washington,,,,,1,1,1,1,,,,,4
Port Wing,,,,,,,,,1,,,,1
Portage,,,,,,,,1,,,,,1
Poynette,,,,,,,,,1,,,,1
Prairie du Chien,,,,,1,2,,,1,,,,4
Prairie Du Sac,,,,,,,,,1,1,,,2
