County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Hawaii,3,1,4,2,2,3,1,3,5,4,4,2,34
Honolulu,11,4,11,10,14,9,9,9,6,12,10,7,112
Kauai,,,2,1,1,,1,,3,1,1,,10
Maui,2,1,4,,1,1,2,4,6,3,4,2,30
Total,16,6,21,13,18,13,13,16,20,20,19,11,186
