County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Carson,,1,2,2,,,1,1,2,2,,,11
Carson City,,,,,,,,,,,1,,1
Churchill,,,,1,,1,,2,1,1,1,,7
Clark,7,14,21,25,21,5,6,4,13,26,25,13,180
Douglas,,1,,,,1,2,2,,1,,,7
Elko,,,1,1,,1,,1,1,1,,,6
Lincoln,,,,,,,1,1,,,,,2
Lyon,,,,,,,,,,1,,,1
Nye,,,,,1,,1,,,1,,1,4
Pershing,,,,,,1,,,,,,,1
Storey,,,,,,,,,,1,,,1
Washoe,,2,3,3,6,5,3,5,10,12,4,1,54
White Pine,,,1,,1,1,1,,1,,,,5
Total,7,18,28,32,29,15,15,16,28,46,31,15,280
